State,City,Population,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson,Year
,East Hampton,12943.0,0.0,0.0,0.0,0.0,0.0,97.0,6.0,84.0,7.0,0.0,2022
,East Hartford,50579.0,96.0,3.0,14.0,32.0,47.0,1352.0,89.0,1065.0,198.0,4.0,2022
,East Haven,27725.0,48.0,1.0,6.0,13.0,28.0,721.0,34.0,631.0,56.0,1.0,2022
,East Lyme,18984.0,9.0,0.0,1.0,0.0,8.0,69.0,7.0,57.0,5.0,0.0,2022
,Easton,7613.0,0.0,0.0,0.0,0.0,0.0,56.0,4.0,46.0,6.0,0.0,2022
,East Windsor,11148.0,14.0,0.0,0.0,5.0,9.0,239.0,10.0,212.0,17.0,1.0,2022
,Enfield,41912.0,44.0,1.0,2.0,5.0,36.0,532.0,33.0,453.0,46.0,0.0,2022
,Fairfield,62270.0,23.0,1.0,1.0,8.0,13.0,1096.0,76.0,931.0,89.0,2.0,2022
,Farmington,26618.0,17.0,1.0,4.0,7.0,5.0,485.0,23.0,425.0,37.0,0.0,2022
,Glastonbury,35034.0,13.0,0.0,2.0,4.0,7.0,475.0,29.0,418.0,28.0,1.0,2022
,Granby,11011.0,1.0,0.0,1.0,0.0,0.0,44.0,5.0,38.0,1.0,0.0,2022
,Greenwich,63631.0,14.0,0.0,4.0,9.0,1.0,685.0,60.0,489.0,136.0,0.0,2022
,Groton Long Point,515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
,Groton Town,28608.0,20.0,0.0,9.0,2.0,9.0,290.0,15.0,263.0,12.0,0.0,2022
,Guilford,22022.0,10.0,0.0,3.0,3.0,4.0,281.0,19.0,250.0,12.0,2.0,2022
,Hamden,60831.0,218.0,5.0,4.0,50.0,159.0,1536.0,111.0,1193.0,232.0,3.0,2022
,Hartford,120196.0,685.0,37.0,22.0,128.0,498.0,2978.0,347.0,2011.0,620.0,36.0,2022
,Ledyard,15340.0,6.0,0.0,1.0,2.0,3.0,53.0,6.0,40.0,7.0,0.0,2022
,Madison,17581.0,2.0,0.0,0.0,0.0,2.0,84.0,3.0,74.0,7.0,0.0,2022
,Manchester,59293.0,97.0,0.0,21.0,26.0,50.0,1533.0,103.0,1308.0,122.0,4.0,2022
,Meriden,60332.0,176.0,1.0,38.0,36.0,101.0,1415.0,118.0,1042.0,255.0,7.0,2022
,Middlebury,7793.0,0.0,0.0,0.0,0.0,0.0,46.0,6.0,30.0,10.0,0.0,2022
,Middletown,47256.0,48.0,0.0,7.0,9.0,32.0,771.0,46.0,628.0,97.0,1.0,2022
,Milford,52694.0,43.0,2.0,3.0,26.0,12.0,1234.0,74.0,1035.0,125.0,2.0,2022
,Monroe,18772.0,4.0,0.0,3.0,1.0,0.0,79.0,13.0,58.0,8.0,0.0,2022
,Naugatuck,31356.0,25.0,1.0,5.0,7.0,12.0,376.0,42.0,289.0,45.0,1.0,2022
,New Britain,73621.0,267.0,3.0,40.0,49.0,175.0,1518.0,178.0,1103.0,237.0,15.0,2022
,New Canaan,20924.0,1.0,0.0,1.0,0.0,0.0,172.0,18.0,139.0,15.0,0.0,2022
,New Haven,136205.0,756.0,15.0,48.0,243.0,450.0,4224.0,395.0,3049.0,780.0,21.0,2022
,Newington,30277.0,41.0,0.0,6.0,20.0,15.0,759.0,67.0,642.0,50.0,2.0,2022
,New London,27667.0,66.0,2.0,20.0,25.0,19.0,467.0,63.0,328.0,76.0,8.0,2022
,New Milford,28252.0,8.0,0.0,1.0,3.0,4.0,184.0,18.0,153.0,13.0,0.0,2022
,Newtown,27918.0,7.0,0.0,3.0,2.0,2.0,120.0,13.0,98.0,9.0,1.0,2022
,North Branford,13474.0,2.0,0.0,0.0,2.0,0.0,119.0,7.0,99.0,13.0,0.0,2022
,North Haven,24119.0,18.0,0.0,2.0,12.0,4.0,709.0,59.0,580.0,70.0,1.0,2022
,Norwalk,91414.0,113.0,1.0,10.0,26.0,76.0,1582.0,76.0,1349.0,157.0,1.0,2022
,Norwich,40096.0,121.0,2.0,33.0,22.0,64.0,667.0,126.0,483.0,58.0,8.0,2022
,Old Saybrook,10613.0,11.0,1.0,2.0,1.0,7.0,164.0,10.0,142.0,12.0,0.0,2022
,Orange,14239.0,12.0,0.0,0.0,10.0,2.0,589.0,17.0,549.0,23.0,0.0,2022
,Plainville,17413.0,20.0,0.0,4.0,9.0,7.0,337.0,21.0,280.0,36.0,1.0,2022
,Plymouth,11655.0,2.0,0.0,0.0,1.0,1.0,64.0,11.0,43.0,10.0,0.0,2022
,Portland,9499.0,4.0,0.0,0.0,1.0,3.0,40.0,2.0,31.0,7.0,0.0,2022
,Putnam,9244.0,12.0,0.0,6.0,2.0,4.0,90.0,10.0,78.0,2.0,0.0,2022
,Redding,8732.0,2.0,0.0,0.0,1.0,1.0,18.0,0.0,17.0,1.0,0.0,2022
,Ridgefield,25048.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,23.0,10.0,0.0,2022
,Rocky Hill,20692.0,29.0,0.0,2.0,4.0,23.0,380.0,41.0,309.0,30.0,1.0,2022
,Seymour,16634.0,13.0,1.0,2.0,2.0,8.0,130.0,17.0,96.0,17.0,0.0,2022
,Shelton,42189.0,21.0,1.0,6.0,5.0,9.0,387.0,61.0,255.0,71.0,0.0,2022
,Simsbury,25135.0,7.0,0.0,3.0,2.0,2.0,149.0,9.0,126.0,14.0,0.0,2022
,Southington,43564.0,26.0,1.0,8.0,13.0,4.0,799.0,96.0,637.0,66.0,1.0,2022
,South Windsor,26695.0,15.0,0.0,7.0,1.0,7.0,415.0,58.0,332.0,25.0,0.0,2022
,Stamford,136936.0,264.0,2.0,24.0,74.0,164.0,1601.0,144.0,1285.0,172.0,7.0,2022
,Stonington,18549.0,13.0,0.0,2.0,2.0,9.0,157.0,15.0,136.0,6.0,0.0,2022
,Stratford,52320.0,59.0,0.0,10.0,28.0,21.0,973.0,41.0,798.0,134.0,2.0,2022
,Suffield,15890.0,8.0,0.0,4.0,0.0,4.0,80.0,12.0,56.0,12.0,0.0,2022
,Thomaston,7449.0,1.0,0.0,1.0,0.0,0.0,56.0,4.0,50.0,2.0,0.0,2022
,Torrington,35302.0,19.0,0.0,3.0,6.0,10.0,372.0,31.0,319.0,22.0,2.0,2022
,Trumbull,37192.0,22.0,0.0,5.0,11.0,6.0,699.0,40.0,627.0,32.0,0.0,2022
,Vernon,30584.0,14.0,0.0,2.0,6.0,6.0,381.0,32.0,317.0,32.0,0.0,2022
,Wallingford,44099.0,8.0,0.0,0.0,6.0,2.0,281.0,14.0,226.0,41.0,1.0,2022
,Waterbury,113464.0,442.0,16.0,46.0,160.0,220.0,3261.0,356.0,2302.0,603.0,13.0,2022
,Waterford,19565.0,5.0,0.0,1.0,2.0,2.0,212.0,14.0,186.0,12.0,2.0,2022
,Watertown,22122.0,9.0,0.0,3.0,6.0,0.0,317.0,22.0,257.0,38.0,0.0,2022
,West Hartford,63934.0,38.0,0.0,2.0,27.0,9.0,1701.0,105.0,1519.0,77.0,0.0,2022
,West Haven,55133.0,67.0,0.0,7.0,35.0,25.0,1142.0,62.0,902.0,178.0,2.0,2022
,Weston,10350.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,12.0,9.0,0.0,2022
,Westport,27484.0,4.0,0.0,0.0,0.0,4.0,444.0,39.0,344.0,61.0,0.0,2022
,Wethersfield,27038.0,26.0,1.0,3.0,15.0,7.0,405.0,43.0,307.0,55.0,0.0,2022
,Willimantic,17777.0,11.0,0.0,5.0,3.0,3.0,156.0,6.0,128.0,22.0,1.0,2022
,Wilton,18469.0,5.0,0.0,0.0,1.0,4.0,122.0,16.0,99.0,7.0,1.0,2022
,Winchester,10199.0,3.0,0.0,2.0,0.0,1.0,67.0,5.0,50.0,12.0,1.0,2022
,Windsor,29326.0,18.0,0.0,2.0,7.0,9.0,482.0,9.0,438.0,35.0,3.0,2022
,Windsor Locks,12497.0,7.0,0.0,0.0,5.0,2.0,161.0,10.0,139.0,12.0,0.0,2022
,Wolcott,16180.0,4.0,0.0,0.0,2.0,2.0,190.0,21.0,144.0,25.0,0.0,2022
,Woodbridge,9020.0,1.0,0.0,0.0,1.0,0.0,109.0,14.0,80.0,15.0,1.0,2022
DELAWARE,Bethany Beach,1032.0,3.0,0.0,1.0,0.0,2.0,85.0,3.0,82.0,0.0,0.0,2022
,Blades,1270.0,11.0,0.0,0.0,3.0,8.0,35.0,5.0,29.0,1.0,0.0,2022
,Bridgeville,2761.0,14.0,0.0,0.0,0.0,14.0,47.0,6.0,35.0,6.0,0.0,2022
,Camden,4852.0,21.0,1.0,1.0,2.0,17.0,241.0,16.0,212.0,13.0,0.0,2022
,Cheswold,1989.0,7.0,0.0,0.0,0.0,7.0,22.0,3.0,16.0,3.0,0.0,2022
,Clayton,4003.0,3.0,0.0,1.0,0.0,2.0,30.0,5.0,25.0,0.0,0.0,2022
,Dagsboro,939.0,3.0,0.0,0.0,0.0,3.0,24.0,4.0,19.0,1.0,0.0,2022
,Delaware City,1881.0,2.0,0.0,0.0,0.0,2.0,18.0,2.0,16.0,0.0,0.0,2022
,Delmar,2178.0,11.0,0.0,1.0,2.0,8.0,43.0,4.0,36.0,3.0,0.0,2022
,Dewey Beach,384.0,15.0,0.0,1.0,0.0,14.0,34.0,2.0,29.0,3.0,0.0,2022
,Dover,38438.0,315.0,3.0,24.0,22.0,266.0,1741.0,26.0,1541.0,174.0,2.0,2022
,Ellendale,530.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0,0.0,2022
,Elsmere,6111.0,6.0,0.0,0.0,1.0,5.0,98.0,21.0,59.0,18.0,0.0,2022
,Felton,1331.0,4.0,0.0,0.0,0.0,4.0,24.0,2.0,21.0,1.0,0.0,2022
,Fenwick Island,366.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,19.0,1.0,0.0,2022
,Georgetown,7667.0,65.0,3.0,2.0,24.0,36.0,277.0,43.0,220.0,14.0,0.0,2022
,Greenwood,1062.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,11.0,0.0,0.0,2022
,Harrington,3785.0,24.0,0.0,2.0,1.0,21.0,81.0,11.0,65.0,5.0,0.0,2022
,Laurel,4178.0,69.0,0.0,1.0,7.0,61.0,161.0,12.0,133.0,16.0,0.0,2022
,Lewes,3533.0,9.0,0.0,2.0,0.0,7.0,37.0,3.0,33.0,1.0,0.0,2022
,Middletown,25044.0,92.0,0.0,4.0,9.0,79.0,455.0,23.0,411.0,21.0,0.0,2022
,Milford,13326.0,90.0,2.0,14.0,19.0,55.0,479.0,35.0,413.0,31.0,0.0,2022
,Millsboro,7386.0,28.0,0.0,3.0,5.0,20.0,180.0,14.0,160.0,6.0,0.0,2022
,Milton,3548.0,4.0,0.0,1.0,0.0,3.0,16.0,0.0,16.0,0.0,0.0,2022
,Newark,31015.0,85.0,0.0,11.0,13.0,61.0,656.0,48.0,569.0,39.0,2.0,2022
,New Castle,5465.0,27.0,0.0,0.0,4.0,23.0,195.0,13.0,168.0,14.0,0.0,2022
,Newport,885.0,7.0,0.0,0.0,0.0,7.0,35.0,5.0,30.0,0.0,0.0,2022
,Ocean View,2851.0,1.0,0.0,0.0,0.0,1.0,18.0,6.0,12.0,0.0,0.0,2022
,Rehoboth Beach,1190.0,13.0,0.0,2.0,1.0,10.0,122.0,5.0,114.0,3.0,0.0,2022
,Seaford,8526.0,82.0,1.0,2.0,10.0,69.0,533.0,53.0,456.0,24.0,0.0,2022
,Selbyville,3104.0,14.0,0.0,0.0,0.0,14.0,52.0,8.0,43.0,1.0,0.0,2022
,Smyrna,13361.0,69.0,0.0,4.0,2.0,63.0,287.0,46.0,229.0,12.0,0.0,2022
,South Bethany,490.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,2022
,Wilmington,70625.0,848.0,18.0,12.0,216.0,602.0,2382.0,418.0,1566.0,398.0,2.0,2022
,Wyoming,1906.0,9.0,1.0,2.0,0.0,6.0,18.0,6.0,10.0,2.0,0.0,2022
DISTRICT OF COLUMBIA,Washington,671803.0,5003.0,197.0,275.0,2175.0,2356.0,23408.0,1350.0,18265.0,3793.0,0.0,2022
FLORIDA2,Altamonte Springs,44833.0,177.0,3.0,19.0,28.0,127.0,1030.0,105.0,854.0,71.0,0.0,2022
,Apopka,56125.0,313.0,0.0,39.0,82.0,192.0,1579.0,281.0,1178.0,120.0,0.0,2022
,Arcadia,7588.0,41.0,1.0,3.0,3.0,34.0,369.0,305.0,54.0,10.0,1.0,2022
,Astatula,1973.0,5.0,0.0,0.0,0.0,5.0,9.0,7.0,0.0,2.0,0.0,2022
,Atlantic Beach,13189.0,22.0,0.0,5.0,1.0,16.0,158.0,16.0,135.0,7.0,1.0,2022
,Auburndale,19208.0,60.0,0.0,8.0,12.0,40.0,464.0,91.0,351.0,22.0,1.0,2022
,Aventura,38484.0,64.0,0.0,2.0,23.0,39.0,1670.0,145.0,1525.0,0.0,0.0,2022
,Bartow,19634.0,83.0,2.0,5.0,5.0,71.0,357.0,44.0,277.0,36.0,3.0,2022
,Bay Harbor Islands,5644.0,3.0,0.0,1.0,1.0,1.0,41.0,5.0,30.0,6.0,0.0,2022
,Belle Glade,16723.0,219.0,6.0,19.0,17.0,177.0,400.0,64.0,288.0,48.0,7.0,2022
,Blountstown,2253.0,7.0,0.0,0.0,1.0,6.0,48.0,13.0,33.0,2.0,0.0,2022
,Bonifay,2804.0,4.0,0.0,0.0,0.0,4.0,10.0,3.0,4.0,3.0,0.0,2022
,Bowling Green,2478.0,9.0,0.0,5.0,0.0,4.0,22.0,4.0,10.0,8.0,0.0,2022
,Bradenton,56316.0,255.0,3.0,21.0,38.0,193.0,1020.0,93.0,927.0,0.0,1.0,2022
,Bradenton Beach,923.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,15.0,2.0,0.0,2022
,Brooksville,9299.0,57.0,0.0,3.0,8.0,46.0,298.0,13.0,278.0,7.0,1.0,2022
,Casselberry,29255.0,92.0,4.0,8.0,19.0,61.0,770.0,60.0,669.0,41.0,3.0,2022
,Chattahoochee,3324.0,7.0,0.0,0.0,0.0,7.0,46.0,2.0,24.0,20.0,0.0,2022
,Clearwater,116303.0,460.0,4.0,84.0,59.0,313.0,2209.0,244.0,1841.0,124.0,8.0,2022
,Clermont,45785.0,71.0,0.0,16.0,8.0,47.0,572.0,40.0,480.0,52.0,0.0,2022
,Cocoa,19618.0,213.0,0.0,5.0,34.0,174.0,941.0,105.0,777.0,59.0,1.0,2022
,Crescent City,1681.0,4.0,0.0,0.0,1.0,3.0,34.0,7.0,23.0,4.0,0.0,2022
,Cross City,1774.0,19.0,1.0,1.0,2.0,15.0,31.0,18.0,12.0,1.0,1.0,2022
,Davenport,12393.0,6.0,0.0,0.0,0.0,6.0,81.0,26.0,49.0,6.0,0.0,2022
,Daytona Beach,77130.0,716.0,13.0,55.0,65.0,583.0,2063.0,259.0,1560.0,244.0,1.0,2022
,Daytona Beach Shores,5251.0,11.0,0.0,0.0,4.0,7.0,128.0,19.0,99.0,10.0,0.0,2022
,DeFuniak Springs,6620.0,35.0,0.0,3.0,2.0,30.0,153.0,18.0,118.0,17.0,2.0,2022
,DeLand,39924.0,153.0,3.0,3.0,20.0,127.0,719.0,84.0,573.0,62.0,0.0,2022
,Doral,75838.0,121.0,0.0,9.0,18.0,94.0,1302.0,68.0,1234.0,0.0,0.0,2022
,Dunnellon,1991.0,10.0,0.0,0.0,0.0,10.0,69.0,15.0,48.0,6.0,0.0,2022
,Edgewood,2641.0,7.0,0.0,2.0,0.0,5.0,65.0,11.0,47.0,7.0,0.0,2022
,Fellsmere,4978.0,11.0,0.0,1.0,3.0,7.0,50.0,8.0,38.0,4.0,0.0,2022
,Flagler Beach,5361.0,3.0,0.0,2.0,0.0,1.0,33.0,3.0,28.0,2.0,0.0,2022
,Fort Pierce,48529.0,264.0,8.0,19.0,42.0,195.0,902.0,76.0,717.0,109.0,6.0,2022
,Golden Beach,935.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,6.0,0.0,2022
,Greenacres City,43534.0,140.0,5.0,19.0,21.0,95.0,597.0,39.0,515.0,43.0,1.0,2022
,Gulf Stream,950.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,3.0,0.0,2022
,Haines City,31143.0,41.0,2.0,1.0,8.0,30.0,308.0,41.0,233.0,34.0,0.0,2022
,Hialeah Gardens,22091.0,60.0,0.0,2.0,4.0,54.0,396.0,39.0,283.0,74.0,2.0,2022
,Hillsboro Beach,1937.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,9.0,1.0,0.0,2022
,Holly Hill,13040.0,40.0,0.0,1.0,2.0,37.0,194.0,27.0,141.0,26.0,0.0,2022
,Holmes Beach,3058.0,4.0,0.0,0.0,0.0,4.0,33.0,1.0,29.0,3.0,0.0,2022
,Homestead,80633.0,753.0,5.0,30.0,205.0,513.0,1836.0,180.0,1520.0,136.0,4.0,2022
,Indian Creek Village,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
,Indian Harbour Beach,8950.0,8.0,0.0,1.0,0.0,7.0,68.0,5.0,57.0,6.0,0.0,2022
,Indian River Shores,4421.0,1.0,0.0,0.0,0.0,1.0,17.0,2.0,14.0,1.0,0.0,2022
,Jupiter Island,842.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,2022
,Key West,26169.0,125.0,1.0,20.0,8.0,96.0,601.0,56.0,482.0,63.0,0.0,2022
,Kissimmee,79715.0,326.0,3.0,36.0,55.0,232.0,1351.0,180.0,1171.0,0.0,5.0,2022
,Lake Alfred,6613.0,6.0,0.0,0.0,0.0,6.0,63.0,13.0,43.0,7.0,0.0,2022
,Lake Hamilton,1571.0,3.0,0.0,0.0,0.0,3.0,38.0,10.0,24.0,4.0,0.0,2022
,Lake Helen,2867.0,6.0,0.0,1.0,0.0,5.0,15.0,3.0,12.0,0.0,0.0,2022
,Lake Mary,16469.0,21.0,0.0,2.0,5.0,14.0,199.0,35.0,155.0,9.0,0.0,2022
,Lake Park,8908.0,59.0,0.0,2.0,16.0,41.0,540.0,24.0,479.0,37.0,1.0,2022
,Lake Wales,16793.0,101.0,0.0,9.0,10.0,82.0,433.0,74.0,332.0,27.0,0.0,2022
,Lake Worth,39844.0,276.0,2.0,29.0,90.0,155.0,907.0,102.0,702.0,103.0,2.0,2022
,Largo,82167.0,297.0,2.0,50.0,32.0,213.0,1879.0,98.0,1781.0,0.0,7.0,2022
,Lighthouse Point,10283.0,8.0,0.0,2.0,0.0,6.0,143.0,9.0,112.0,22.0,0.0,2022
,Longboat Key,7648.0,4.0,0.0,2.0,0.0,2.0,58.0,3.0,54.0,1.0,0.0,2022
,Longwood,14999.0,50.0,1.0,8.0,12.0,29.0,304.0,35.0,234.0,35.0,1.0,2022
,Loxatachee Groves,3425.0,10.0,0.0,2.0,2.0,6.0,73.0,6.0,55.0,12.0,1.0,2022
,Maitland,18471.0,32.0,0.0,4.0,3.0,25.0,328.0,50.0,243.0,35.0,0.0,2022
,Manalapan,415.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,2.0,0.0,2022
,Mangonia Park,2112.0,39.0,0.0,3.0,7.0,29.0,141.0,13.0,112.0,16.0,1.0,2022
,Marco Island,16137.0,14.0,0.0,3.0,0.0,11.0,84.0,1.0,77.0,6.0,0.0,2022
,Marianna,6253.0,74.0,0.0,6.0,3.0,65.0,167.0,40.0,111.0,16.0,2.0,2022
,Mascotte,7972.0,33.0,0.0,6.0,4.0,23.0,90.0,30.0,53.0,7.0,0.0,2022
,Melbourne Beach,3231.0,2.0,0.0,0.0,0.0,2.0,25.0,4.0,19.0,2.0,0.0,2022
,Miami Beach,79031.0,849.0,5.0,109.0,243.0,492.0,6763.0,497.0,5848.0,418.0,14.0,2022
,Milton,10755.0,13.0,0.0,2.0,2.0,9.0,186.0,42.0,113.0,31.0,0.0,2022
,Naples,19668.0,21.0,0.0,4.0,1.0,16.0,306.0,22.0,252.0,32.0,0.0,2022
,Neptune Beach,6971.0,9.0,0.0,0.0,3.0,6.0,83.0,6.0,70.0,7.0,0.0,2022
,New Port Richey,17249.0,121.0,0.0,10.0,13.0,98.0,436.0,85.0,317.0,34.0,5.0,2022
,New Smyrna Beach,31839.0,53.0,0.0,0.0,6.0,47.0,269.0,39.0,202.0,28.0,1.0,2022
,North Miami,58502.0,438.0,6.0,22.0,100.0,310.0,1658.0,158.0,1297.0,203.0,5.0,2022
,North Port,84459.0,101.0,2.0,24.0,7.0,68.0,797.0,91.0,682.0,24.0,19.0,2022
,Ocean Ridge,1824.0,4.0,0.0,1.0,1.0,2.0,18.0,4.0,12.0,2.0,0.0,2022
,Orange City,14880.0,39.0,0.0,4.0,4.0,31.0,391.0,23.0,340.0,28.0,2.0,2022
,Orlando,310713.0,2597.0,32.0,226.0,426.0,1913.0,12517.0,1398.0,9861.0,1258.0,22.0,2022
,Ormond Beach,43860.0,79.0,0.0,11.0,9.0,59.0,814.0,138.0,605.0,71.0,0.0,2022
,Oviedo,39027.0,35.0,0.0,12.0,8.0,15.0,237.0,39.0,195.0,3.0,0.0,2022
,Pahokee,5356.0,44.0,3.0,2.0,6.0,33.0,120.0,18.0,88.0,14.0,0.0,2022
,Palatka,10599.0,60.0,1.0,1.0,3.0,55.0,367.0,17.0,328.0,22.0,1.0,2022
,Palm Beach Shores,1320.0,3.0,0.0,0.0,1.0,2.0,35.0,6.0,29.0,0.0,0.0,2022
,Palmetto,13621.0,63.0,2.0,6.0,11.0,44.0,352.0,44.0,276.0,32.0,0.0,2022
,Panama City,35384.0,240.0,1.0,43.0,17.0,179.0,1029.0,168.0,783.0,78.0,3.0,2022
,Parker,5096.0,14.0,0.0,1.0,0.0,13.0,82.0,15.0,66.0,1.0,1.0,2022
,Pinellas Park,53045.0,153.0,2.0,22.0,36.0,93.0,1650.0,170.0,1350.0,130.0,7.0,2022
,Plantation,94014.0,249.0,3.0,10.0,63.0,173.0,2355.0,193.0,1881.0,281.0,1.0,2022
,Plant City,39615.0,214.0,4.0,2.0,19.0,189.0,777.0,116.0,583.0,78.0,3.0,2022
,Ponce Inlet,3436.0,2.0,1.0,1.0,0.0,0.0,14.0,3.0,10.0,1.0,0.0,2022
,Port Orange,64037.0,29.0,5.0,2.0,4.0,18.0,838.0,79.0,703.0,56.0,2.0,2022
,Port St. Lucie,228855.0,267.0,6.0,23.0,30.0,208.0,1743.0,170.0,1487.0,86.0,2.0,2022
,Riviera Beach,38554.0,345.0,11.0,23.0,47.0,264.0,1147.0,165.0,872.0,110.0,2.0,2022
,Royal Palm Beach,38988.0,82.0,0.0,18.0,6.0,58.0,503.0,19.0,458.0,26.0,5.0,2022
,Sanford,60602.0,351.0,6.0,42.0,61.0,242.0,1797.0,310.0,1397.0,90.0,1.0,2022
,Sarasota,55380.0,365.0,7.0,25.0,75.0,258.0,1741.0,231.0,1327.0,183.0,4.0,2022
,Satellite Beach,11288.0,12.0,1.0,2.0,2.0,7.0,98.0,17.0,79.0,2.0,0.0,2022
,Sea Ranch Lakes,534.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,15.0,1.0,0.0,2022
,Sebastian,26258.0,17.0,0.0,0.0,0.0,17.0,239.0,21.0,214.0,4.0,0.0,2022
,Sneads,1748.0,3.0,0.0,0.0,0.0,3.0,4.0,3.0,1.0,0.0,0.0,2022
,South Bay,4453.0,43.0,2.0,7.0,4.0,30.0,64.0,14.0,42.0,8.0,0.0,2022
,South Daytona,13712.0,26.0,0.0,0.0,3.0,23.0,185.0,62.0,104.0,19.0,1.0,2022
,South Miami,11597.0,65.0,0.0,7.0,14.0,44.0,287.0,25.0,262.0,0.0,0.0,2022
,South Palm Beach,1450.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,1.0,0.0,2022
,Springfield,8044.0,60.0,0.0,14.0,4.0,42.0,202.0,42.0,149.0,11.0,2.0,2022
,St. Augustine,14875.0,50.0,0.0,6.0,5.0,39.0,389.0,27.0,345.0,17.0,0.0,2022
,St. Augustine Beach,7100.0,2.0,0.0,0.0,0.0,2.0,38.0,1.0,37.0,0.0,0.0,2022
,St. Cloud,64799.0,151.0,0.0,20.0,9.0,122.0,651.0,106.0,509.0,36.0,2.0,2022
,St. Petersburg,257745.0,1622.0,16.0,100.0,202.0,1304.0,6864.0,771.0,5253.0,840.0,18.0,2022
,Sunny Isles Beach,21908.0,19.0,0.0,5.0,5.0,9.0,262.0,14.0,248.0,0.0,0.0,2022
,Surfside,5418.0,5.0,0.0,1.0,2.0,2.0,118.0,8.0,101.0,9.0,1.0,2022
,Tampa,390145.0,1938.0,43.0,133.0,315.0,1447.0,6530.0,756.0,5064.0,710.0,36.0,2022
,Tavares,20241.0,12.0,1.0,2.0,2.0,7.0,93.0,16.0,72.0,5.0,0.0,2022
,Temple Terrace,27392.0,81.0,7.0,12.0,9.0,53.0,505.0,89.0,369.0,47.0,2.0,2022
,Titusville,48979.0,264.0,10.0,40.0,20.0,194.0,879.0,143.0,660.0,76.0,7.0,2022
,Trenton,2117.0,4.0,0.0,0.0,0.0,4.0,29.0,8.0,20.0,1.0,0.0,2022
,Virginia Gardens,2251.0,2.0,0.0,0.0,2.0,0.0,25.0,2.0,20.0,3.0,0.0,2022
,Wauchula,4993.0,21.0,0.0,2.0,2.0,17.0,76.0,17.0,58.0,1.0,0.0,2022
,Wellington,61119.0,79.0,0.0,17.0,4.0,58.0,604.0,34.0,527.0,43.0,1.0,2022
,Westlake,1075.0,7.0,0.0,0.0,2.0,5.0,39.0,4.0,35.0,0.0,0.0,2022
,West Melbourne,29221.0,68.0,0.0,5.0,9.0,54.0,391.0,44.0,325.0,22.0,1.0,2022
,West Miami,6911.0,16.0,0.0,0.0,1.0,15.0,71.0,9.0,54.0,8.0,0.0,2022
,Winter Haven,54905.0,174.0,2.0,50.0,7.0,115.0,903.0,125.0,707.0,71.0,5.0,2022
,Winter Park,28582.0,87.0,0.0,15.0,17.0,55.0,559.0,77.0,439.0,43.0,0.0,2022
,Zephyrhills,19106.0,28.0,0.0,3.0,3.0,22.0,614.0,67.0,513.0,34.0,0.0,2022
GEORGIA,Acworth,22170.0,25.0,2.0,4.0,5.0,14.0,277.0,10.0,258.0,9.0,0.0,2022
,Adairsville,5063.0,10.0,0.0,3.0,1.0,6.0,92.0,5.0,83.0,4.0,0.0,2022
,Alapaha,479.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,2022
,Albany,68613.0,229.0,16.0,15.0,10.0,188.0,519.0,47.0,400.0,72.0,4.0,2022
,Alma,3370.0,11.0,0.0,0.0,2.0,9.0,68.0,15.0,51.0,2.0,0.0,2022
,Alpharetta,66629.0,183.0,0.0,13.0,6.0,164.0,868.0,56.0,771.0,41.0,0.0,2022
,Alto,993.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,2022
,Americus,15808.0,197.0,2.0,7.0,12.0,176.0,579.0,74.0,473.0,32.0,3.0,2022
,Arcade,1948.0,2.0,0.0,0.0,0.0,2.0,47.0,10.0,34.0,3.0,0.0,2022
,Athens-Clarke County,128177.0,763.0,4.0,153.0,67.0,539.0,3374.0,424.0,2605.0,345.0,27.0,2022
,Atlanta,495707.0,4167.0,168.0,157.0,711.0,3131.0,18579.0,1839.0,13437.0,3303.0,18.0,2022
,Bainbridge,14112.0,94.0,5.0,13.0,11.0,65.0,564.0,129.0,408.0,27.0,7.0,2022
,Ball Ground,2876.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2022
